Country,Date,Average ELO
FRA,1983-02-20,1538.475024415
FRA,1983-02-21,1538.475024415
FRA,1983-02-22,1538.475024415
FRA,1983-02-23,1538.475024415
FRA,1983-02-24,1538.475024415
FRA,1983-02-25,1538.475024415
FRA,1983-02-26,1538.4750183095
FRA,1983-02-27,1538.4750183095
FRA,1983-02-28,1538.4750183095
FRA,1983-03-01,1538.4750183095
FRA,1983-03-02,1538.4750183095
FRA,1983-03-03,1542.3104797365
FRA,1983-03-04,1542.3104797365
FRA,1983-03-05,1542.3104797365
FRA,1983-03-06,1542.3104797365
FRA,1983-03-07,1542.3104797365
FRA,1983-03-08,1542.3104797365
FRA,1983-03-09,1542.3104797365
FRA,1983-03-10,1542.3104919430002
FRA,1983-03-11,1542.3104919430002
FRA,1983-03-12,1542.3104919430002
FRA,1983-03-13,1542.3104919430002
FRA,1983-03-14,1542.3104919430002
FRA,1983-03-15,1542.3104919430002
FRA,1983-03-16,1542.3104919430002
FRA,1983-03-17,1530.2665283210004
FRA,1983-03-18,1530.2665283210004
FRA,1983-03-19,1530.2665283210004
FRA,1983-03-20,1530.2665344225002
FRA,1983-03-21,1530.2665344225002
FRA,1983-03-22,1530.2665344225002
FRA,1983-03-23,1530.2665344225002
FRA,1983-03-24,1530.2665344225002
FRA,1983-03-25,1530.2665344225002
FRA,1983-03-26,1530.2665344225002
FRA,1983-03-27,1530.2665344225002
FRA,1983-03-28,1530.2665344225002
FRA,1983-03-29,1530.2665344225002
FRA,1983-03-30,1530.2665283210001
FRA,1983-03-31,1530.2665283210001
FRA,1983-04-01,1530.2665283210001
FRA,1983-04-02,1530.2665344240002
FRA,1983-04-03,1530.2665344240002
FRA,1983-04-04,1530.2665344240002
FRA,1983-04-05,1530.2665344240002
FRA,1983-04-06,1530.2665344240002
FRA,1983-04-07,1530.2665344240002
FRA,1983-04-08,1530.2665344240002
FRA,1983-04-09,1530.2665283200004
FRA,1983-04-10,1530.2665283200004
FRA,1983-04-11,1530.2665283200004
FRA,1983-04-12,1530.2665283200004
FRA,1983-04-13,1530.2665283200004
FRA,1983-04-14,1530.2665283200004
FRA,1983-04-15,1530.2665283200004
FRA,1983-04-16,1530.2665283200004
FRA,1983-04-17,1530.2665283200004
FRA,1983-04-18,1530.2665283200004
FRA,1983-04-19,1530.2665283200004
FRA,1983-04-20,1530.2665222164999
FRA,1983-04-21,1530.2665222164999
FRA,1983-04-22,1530.2665222164999
FRA,1983-04-23,1530.2665222164999
FRA,1983-04-24,1530.2665222164999
FRA,1983-04-25,1530.2665222164999
FRA,1983-04-26,1530.2665222164999
FRA,1983-04-27,1530.2665222164999
FRA,1983-04-28,1530.2665222164999
FRA,1983-04-29,1530.2665222164999
FRA,1983-04-30,1530.266534423
FRA,1983-05-01,1530.266534423
FRA,1983-05-02,1530.266534423
FRA,1983-05-03,1530.266534423
FRA,1983-05-04,1530.266534423
FRA,1983-05-05,1530.266534423
FRA,1983-05-06,1530.266534423
FRA,1983-05-07,1530.2665100099998
FRA,1983-05-08,1530.2665100099998
FRA,1983-05-09,1530.2665100099998
FRA,1983-05-10,1530.2665100099998
FRA,1983-05-11,1530.2665100099998
FRA,1983-05-12,1530.2665100099998
FRA,1983-05-13,1530.2665100099998
FRA,1983-05-14,1530.2665405265002
FRA,1983-05-15,1530.2665405265002
FRA,1983-05-16,1530.2665405265002
FRA,1983-05-17,1530.2665405265002
FRA,1983-05-18,1530.2665405265002
FRA,1983-05-19,1530.2665405265002
FRA,1983-05-20,1530.2665405265002
FRA,1983-05-21,1530.2665344240002
FRA,1983-05-22,1530.2665344240002
FRA,1983-05-23,1530.2665344240002
FRA,1983-05-24,1530.2665344240002
FRA,1983-05-25,1530.2665344230004
FRA,1983-05-26,1530.2665344230004
FRA,1983-05-27,1530.2665344230004
FRA,1983-05-28,1530.2665344230004
FRA,1983-05-29,1530.2665344230004
FRA,1983-05-30,1530.2665344230004
FRA,1983-05-31,1530.2665344230004
FRA,1983-06-01,1530.2665344230004
FRA,1983-06-02,1530.2665344230004
FRA,1983-06-03,1530.2665344230004
FRA,1983-06-04,1530.2665527350002
FRA,1983-06-05,1530.2665527350002
FRA,1983-06-06,1530.2665527350002
FRA,1983-06-07,1530.2665527350002
FRA,1983-06-08,1530.2665527350002
FRA,1983-06-09,1530.2665527350002
FRA,1983-06-10,1530.2665527350002
FRA,1983-06-11,1530.2665527350002
FRA,1983-06-12,1530.2665527350002
FRA,1983-06-13,1530.2665527350002
FRA,1983-06-14,1530.2665527350002
FRA,1983-06-15,1530.2665527350002
FRA,1983-06-16,1530.2665527350002
FRA,1983-06-17,1530.2665527350002
FRA,1983-06-18,1530.2665527350002
FRA,1983-06-19,1530.2665527350002
FRA,1983-06-20,1530.2665527350002
FRA,1983-06-21,1530.2665527350002
FRA,1983-06-22,1530.2665527350002
FRA,1983-06-23,1530.2665527350002
FRA,1983-06-24,1530.2665527350002
FRA,1983-06-25,1530.2665527350002
FRA,1983-06-26,1530.2665527350002
FRA,1983-06-27,1530.2665527350002
FRA,1983-06-28,1530.2665527350002
FRA,1983-06-29,1530.2665527350002
FRA,1983-06-30,1530.2665527350002
FRA,1983-07-01,1515.7710544752176
FRA,1983-07-02,1526.6068237304999
FRA,1983-07-03,1526.6068237304999
FRA,1983-07-04,1526.6068237304999
FRA,1983-07-05,1526.6068237304999
FRA,1983-07-06,1526.6068237304999
FRA,1983-07-07,1526.6068237304999
FRA,1983-07-08,1526.6068237304999
FRA,1983-07-09,1526.6068237304999
FRA,1983-07-10,1526.6068237304999
FRA,1983-07-11,1526.6068237304999
FRA,1983-07-12,1526.6068237304999
FRA,1983-07-13,1526.6068237304999
FRA,1983-07-14,1526.6068237304999
FRA,1983-07-15,1526.6068237304999
FRA,1983-07-16,1526.6068237304999
FRA,1983-07-17,1526.6068237304999
FRA,1983-07-18,1526.6068237304999
FRA,1983-07-19,1526.6068237304999
FRA,1983-07-20,1526.6068237304999
FRA,1983-07-21,1526.6068054194998
FRA,1983-07-22,1526.6068054194998
FRA,1983-07-23,1526.6068054194998
FRA,1983-07-24,1526.6068054194998
FRA,1983-07-25,1526.6068054194998
FRA,1983-07-26,1526.6068054194998
FRA,1983-07-27,1526.6068054194998
FRA,1983-07-28,1526.6068054189996
FRA,1983-07-29,1526.6068054189996
FRA,1983-07-30,1526.6068054189996
FRA,1983-07-31,1526.6068054189996
FRA,1983-08-01,1526.6068054189996
FRA,1983-08-02,1526.6068054189996
FRA,1983-08-03,1526.6068054189996
FRA,1983-08-04,1526.606805419
FRA,1983-08-05,1526.606805419
FRA,1983-08-06,1526.606805419
FRA,1983-08-07,1526.606805419
FRA,1983-08-08,1526.606805419
FRA,1983-08-09,1526.606805419
FRA,1983-08-10,1526.606805419
FRA,1983-08-11,1526.6068054205002
FRA,1983-08-12,1526.6068054205002
FRA,1983-08-13,1526.6068054205002
FRA,1983-08-14,1526.6068054205002
FRA,1983-08-15,1526.6068054205002
FRA,1983-08-16,1526.6068054205002
FRA,1983-08-17,1526.6068054205002
FRA,1983-08-18,1526.6067993164997
FRA,1983-08-19,1526.6067993164997
FRA,1983-08-20,1526.6067993164997
FRA,1983-08-21,1526.6068054205
FRA,1983-08-22,1526.6068054205
FRA,1983-08-23,1526.6068054205
FRA,1983-08-24,1526.6068054205
FRA,1983-08-25,1526.6068054205
FRA,1983-08-26,1526.6068054205
FRA,1983-08-27,1526.6068054205
FRA,1983-08-28,1526.6068054205
FRA,1983-08-29,1526.6068054205
FRA,1983-08-30,1526.6068054205
FRA,1983-08-31,1526.6068054205
FRA,1983-09-01,1526.6067993159998
FRA,1983-09-02,1526.6067993159998
FRA,1983-09-03,1526.6067993159998
FRA,1983-09-04,1526.6067993159998
FRA,1983-09-05,1526.6067993159998
FRA,1983-09-06,1526.6067993159998
FRA,1983-09-07,1526.6067993159998
FRA,1983-09-08,1526.6067993159998
FRA,1983-09-09,1526.6067993159998
FRA,1983-09-10,1526.6067993159998
FRA,1983-09-11,1526.606793213
FRA,1983-09-12,1526.606793213
FRA,1983-09-13,1526.606793213
FRA,1983-09-14,1526.606793213
FRA,1983-09-15,1515.8394042965003
FRA,1983-09-16,1515.8394042965003
FRA,1983-09-17,1515.8394042965003
FRA,1983-09-18,1515.8394165035
FRA,1983-09-19,1515.8394165035
FRA,1983-09-20,1515.8394165035
FRA,1983-09-21,1515.8394165035
FRA,1983-09-22,1515.8394104005
FRA,1983-09-23,1515.8394104005
FRA,1983-09-24,1515.8394104005
FRA,1983-09-25,1515.8393920884998
FRA,1983-09-26,1515.8393920884998
FRA,1983-09-27,1515.8393920884998
FRA,1983-09-28,1515.8393920884998
FRA,1983-09-29,1518.7151123050003
FRA,1983-09-30,1518.7151123050003
FRA,1983-10-01,1518.7151123050003
FRA,1983-10-02,1518.7151184085003
FRA,1983-10-03,1518.7151184085003
FRA,1983-10-04,1518.7151184085003
FRA,1983-10-05,1518.7151184085003
FRA,1983-10-06,1518.7151184085003
FRA,1983-10-07,1518.7151184085003
FRA,1983-10-08,1518.7151184085003
FRA,1983-10-09,1518.7151184084998
FRA,1983-10-10,1518.7151184084998
FRA,1983-10-11,1518.7151184084998
FRA,1983-10-12,1518.7151184084998
FRA,1983-10-13,1518.7151184084998
FRA,1983-10-14,1518.7151184084998
FRA,1983-10-15,1518.7151123050003
FRA,1983-10-16,1518.7151123050003
FRA,1983-10-17,1518.7151123050003
FRA,1983-10-18,1518.7151123050003
FRA,1983-10-19,1518.7151123050003
FRA,1983-10-20,1508.5147888175002
FRA,1983-10-21,1508.5147888175002
FRA,1983-10-22,1508.5147888175002
FRA,1983-10-23,1508.5148010260002
FRA,1983-10-24,1508.5148010260002
FRA,1983-10-25,1508.5148010260002
FRA,1983-10-26,1508.5148010260002
FRA,1983-10-27,1508.5148010260002
FRA,1983-10-28,1508.5148010260002
FRA,1983-10-29,1508.514794923
FRA,1983-10-30,1508.514794923
FRA,1983-10-31,1508.514794923
FRA,1983-11-01,1508.514794923
FRA,1983-11-02,1508.514794923
FRA,1983-11-03,1519.3798339830003
FRA,1983-11-04,1519.3798339830003
FRA,1983-11-05,1519.3798339830003
FRA,1983-11-06,1519.3798461909998
FRA,1983-11-07,1519.3798461909998
FRA,1983-11-08,1519.3798461909998
FRA,1983-11-09,1519.3798461909998
FRA,1983-11-10,1519.3798461909998
FRA,1983-11-11,1519.3798461909998
FRA,1983-11-12,1519.3798461909998
FRA,1983-11-13,1519.3798461909998
FRA,1983-11-14,1519.3798461909998
FRA,1983-11-15,1519.3798461909998
FRA,1983-11-16,1519.379846192
FRA,1983-11-17,1519.379846192
FRA,1983-11-18,1519.379846192
FRA,1983-11-19,1519.379840088
FRA,1983-11-20,1519.379840088
FRA,1983-11-21,1519.379840088
FRA,1983-11-22,1519.379840088
FRA,1983-11-23,1519.379840088
FRA,1983-11-24,1517.9212280275
FRA,1983-11-25,1517.9212280275
FRA,1983-11-26,1517.9212280275
FRA,1983-11-27,1517.9212341305004
FRA,1983-11-28,1517.9212341305004
FRA,1983-11-29,1517.9212341305004
FRA,1983-11-30,1517.9212341305004
FRA,1983-12-01,1517.9212341305004
FRA,1983-12-02,1517.9212341305004
FRA,1983-12-03,1517.9212280275
FRA,1983-12-04,1517.9212280275
FRA,1983-12-05,1517.9212280275
FRA,1983-12-06,1517.9212280275
FRA,1983-12-07,1517.9212280275
FRA,1983-12-08,1517.4999389645
FRA,1983-12-09,1517.4999389645
FRA,1983-12-10,1517.4999389645
FRA,1983-12-11,1517.4999328625
FRA,1983-12-12,1517.4999328625
FRA,1983-12-13,1517.4999328625
FRA,1983-12-14,1517.4999328625
FRA,1983-12-15,1517.4999328625
FRA,1983-12-16,1517.4999328625
FRA,1983-12-17,1517.4999328625
FRA,1983-12-18,1517.499938964
FRA,1983-12-19,1517.499938964
FRA,1983-12-20,1517.499938964
FRA,1983-12-21,1517.499938964
FRA,1983-12-22,1517.499938964
FRA,1983-12-23,1517.499938964
FRA,1983-12-24,1517.499938964
FRA,1983-12-25,1517.499938964
FRA,1983-12-26,1517.499938964
FRA,1983-12-27,1517.499938964
FRA,1983-12-28,1517.499938964
FRA,1983-12-29,1517.499938964
FRA,1983-12-30,1517.499938964
FRA,1983-12-31,1517.499938964
FRA,1984-01-01,1517.499938964
FRA,1984-01-02,1517.499938964
FRA,1984-01-03,1517.499938964
FRA,1984-01-04,1517.499938964
FRA,1984-01-05,1517.499938964
FRA,1984-01-06,1517.499938964
FRA,1984-01-07,1517.499938964
FRA,1984-01-08,1517.499938964
FRA,1984-01-09,1517.499938964
FRA,1984-01-10,1517.499938964
FRA,1984-01-11,1517.499938964
FRA,1984-01-12,1517.499938964
FRA,1984-01-13,1517.499938964
FRA,1984-01-14,1517.499938964
FRA,1984-01-15,1517.4999572754998
FRA,1984-01-16,1517.4999572754998
FRA,1984-01-17,1517.4999572754998
FRA,1984-01-18,1517.4999572754998
FRA,1984-01-19,1517.4999572754998
FRA,1984-01-20,1517.4999572754998
FRA,1984-01-21,1517.4999572754998
FRA,1984-01-22,1517.499938965
FRA,1984-01-23,1517.499938965
FRA,1984-01-24,1517.499938965
FRA,1984-01-25,1517.499938965
FRA,1984-01-26,1517.499938965
FRA,1984-01-27,1517.499938965
FRA,1984-01-28,1517.499938965
FRA,1984-01-29,1517.499938965
FRA,1984-01-30,1517.499938965
FRA,1984-01-31,1517.499938965
FRA,1984-02-01,1517.499938965
FRA,1984-02-02,1517.499938965
FRA,1984-02-03,1517.499938965
FRA,1984-02-04,1517.499938965
FRA,1984-02-05,1517.4999389640002
FRA,1984-02-06,1517.4999389640002
FRA,1984-02-07,1517.4999389640002
FRA,1984-02-08,1517.4999389640002
FRA,1984-02-09,1517.4999389640002
FRA,1984-02-10,1517.4999389640002
FRA,1984-02-11,1517.4999389640002
FRA,1984-02-12,1517.4999450680002
FRA,1984-02-13,1517.4999450680002
FRA,1984-02-14,1517.4999450680002
FRA,1984-02-15,1517.4999450680002
FRA,1984-02-16,1517.4999450680002
FRA,1984-02-17,1517.4999450680002
FRA,1984-02-18,1517.4999450680002
FRA,1984-02-19,1517.4999450680002
FRA,1984-02-20,1517.4999450680002
FRA,1984-02-21,1517.4999450680002
FRA,1984-02-22,1517.4999450680002
FRA,1984-02-23,1517.4999450680002
FRA,1984-02-24,1517.4999450680002
FRA,1984-02-25,1517.4999450680002
FRA,1984-02-26,1517.4999267570001
FRA,1984-02-27,1517.4999267570001
FRA,1984-02-28,1517.4999267570001
FRA,1984-02-29,1517.4999267570001
FRA,1984-03-01,1517.4999267570001
FRA,1984-03-02,1517.4999267570001
FRA,1984-03-03,1517.4999267570001
FRA,1984-03-04,1517.4999511709998
FRA,1984-03-05,1517.4999511709998
FRA,1984-03-06,1517.4999511709998
FRA,1984-03-07,1517.4999511709998
FRA,1984-03-08,1517.4999511709998
FRA,1984-03-09,1517.4999511709998
FRA,1984-03-10,1517.4999511709998
FRA,1984-03-11,1517.4999328620002
FRA,1984-03-12,1517.4999328620002
FRA,1984-03-13,1517.4999328620002
FRA,1984-03-14,1517.4999328620002
FRA,1984-03-15,1517.4999389649997
FRA,1984-03-16,1517.4999389649997
FRA,1984-03-17,1517.4999389649997
FRA,1984-03-18,1517.4999389649997
FRA,1984-03-19,1517.4999389649997
FRA,1984-03-20,1517.4999389649997
FRA,1984-03-21,1517.4999389649997
FRA,1984-03-22,1517.4999389649997
FRA,1984-03-23,1517.4999389649997
FRA,1984-03-24,1517.4999511715
FRA,1984-03-25,1517.4999511715
FRA,1984-03-26,1517.4999511715
FRA,1984-03-27,1517.4999511715
FRA,1984-03-28,1517.4999511715
FRA,1984-03-29,1517.4999511715
FRA,1984-03-30,1517.4999511715
FRA,1984-03-31,1517.4999511715
FRA,1984-04-01,1517.499926758
FRA,1984-04-02,1517.499926758
FRA,1984-04-03,1517.499926758
FRA,1984-04-04,1517.499926758
FRA,1984-04-05,1517.499926758
FRA,1984-04-06,1517.499926758
FRA,1984-04-07,1517.499945068
FRA,1984-04-08,1517.499945068
FRA,1984-04-09,1517.499945068
FRA,1984-04-10,1517.499945068
FRA,1984-04-11,1517.499945068
FRA,1984-04-12,1517.499945068
FRA,1984-04-13,1517.499945068
FRA,1984-04-14,1517.499945068
FRA,1984-04-15,1517.4999572764998
FRA,1984-04-16,1517.4999572764998
FRA,1984-04-17,1517.4999572764998
FRA,1984-04-18,1517.4999572764998
FRA,1984-04-19,1517.4999572764998
FRA,1984-04-20,1517.4999206539999
FRA,1984-04-21,1517.4999206539999
FRA,1984-04-22,1517.4999206539999
FRA,1984-04-23,1517.4999206539999
FRA,1984-04-24,1517.4999206539999
FRA,1984-04-25,1517.4999206539999
FRA,1984-04-26,1517.4999206539999
FRA,1984-04-27,1517.4999206539999
FRA,1984-04-28,1517.4999206539999
FRA,1984-04-29,1517.4999267564995
FRA,1984-04-30,1517.4999267564995
FRA,1984-05-01,1517.4999267564995
FRA,1984-05-02,1517.4999267564995
FRA,1984-05-03,1517.4999389645002
FRA,1984-05-04,1517.4999389645002
FRA,1984-05-05,1517.4999389645002
FRA,1984-05-06,1517.4999389645002
FRA,1984-05-07,1517.4999389645002
FRA,1984-05-08,1517.4999389645002
FRA,1984-05-09,1517.4999389645002
FRA,1984-05-10,1517.4999389645002
FRA,1984-05-11,1517.4999389645002
FRA,1984-05-12,1517.4999389645002
FRA,1984-05-13,1517.4999389645002
FRA,1984-05-14,1517.4999389645002
FRA,1984-05-15,1517.4999389645002
FRA,1984-05-16,1517.4999389645002
FRA,1984-05-17,1517.4999389645002
FRA,1984-05-18,1517.4999389645002
FRA,1984-05-19,1517.4999389645002
FRA,1984-05-20,1517.4999389645002
FRA,1984-05-21,1517.4999389645002
FRA,1984-05-22,1517.4999389645002
FRA,1984-05-23,1517.4999389645002
FRA,1984-05-24,1517.4999389645002
FRA,1984-05-25,1517.4999389645002
FRA,1984-05-26,1517.4999389645002
FRA,1984-05-27,1517.4999389645002
FRA,1984-05-28,1517.4999389645002
FRA,1984-05-29,1517.4999389645002
FRA,1984-05-30,1517.4999389645002
FRA,1984-05-31,1517.4999389645002
FRA,1984-06-01,1517.4999389645002
FRA,1984-06-02,1517.4999389645002
FRA,1984-06-03,1517.4999389645002
FRA,1984-06-04,1517.4999389645002
FRA,1984-06-05,1517.4999389645002
FRA,1984-06-06,1517.4999389645002
FRA,1984-06-07,1517.4999389645002
FRA,1984-06-08,1517.4999389645002
FRA,1984-06-09,1517.4999389645002
FRA,1984-06-10,1517.4999389645002
FRA,1984-06-11,1517.4999389645002
FRA,1984-06-12,1517.4999389645002
FRA,1984-06-13,1517.4999389645002
FRA,1984-06-14,1517.4999389645002
FRA,1984-06-15,1517.4999389645002
FRA,1984-06-16,1517.4999389645002
FRA,1984-06-17,1517.4999389645002
FRA,1984-06-18,1517.4999389645002
FRA,1984-06-19,1517.4999389645002
FRA,1984-06-20,1517.4999389645002
FRA,1984-06-21,1517.4999389645002
FRA,1984-06-22,1517.4999389645002
FRA,1984-06-23,1517.4999389645002
FRA,1984-06-24,1517.4999389645002
FRA,1984-06-25,1517.4999389645002
FRA,1984-06-26,1517.4999389645002
FRA,1984-06-27,1517.4999389645002
FRA,1984-06-28,1517.4999389645002
FRA,1984-06-29,1517.4999389645002
FRA,1984-06-30,1517.4999389645002
FRA,1984-07-01,1505.954446543478
FRA,1984-07-02,1520.0395751950002
FRA,1984-07-03,1520.0395751950002
FRA,1984-07-04,1520.0395751950002
FRA,1984-07-05,1520.0395751950002
FRA,1984-07-06,1520.0395751950002
FRA,1984-07-07,1520.0395751950002
FRA,1984-07-08,1520.0395751950002
FRA,1984-07-09,1520.0395751950002
FRA,1984-07-10,1520.0395751950002
FRA,1984-07-11,1520.0395751950002
FRA,1984-07-12,1520.0395751950002
FRA,1984-07-13,1520.0395751950002
FRA,1984-07-14,1520.0395751950002
FRA,1984-07-15,1520.0395751950002
FRA,1984-07-16,1520.0395751950002
FRA,1984-07-17,1520.0395751950002
FRA,1984-07-18,1520.0395751950002
FRA,1984-07-19,1520.0395751950002
FRA,1984-07-20,1520.0395751950002
FRA,1984-07-21,1520.0395751950002
FRA,1984-07-22,1520.0395751950002
FRA,1984-07-23,1520.0395751950002
FRA,1984-07-24,1520.0395751950002
FRA,1984-07-25,1520.0395751950002
FRA,1984-07-26,1520.0395751950002
FRA,1984-07-27,1520.0395751950002
FRA,1984-07-28,1520.0395751950002
FRA,1984-07-29,1520.0395751950002
FRA,1984-07-30,1520.0395751950002
FRA,1984-07-31,1520.0395751950002
FRA,1984-08-01,1520.0395751950002
FRA,1984-08-02,1520.0395751950002
FRA,1984-08-03,1520.0395751950002
FRA,1984-08-04,1520.0395751950002
FRA,1984-08-05,1520.0395751950002
FRA,1984-08-06,1520.0395751950002
FRA,1984-08-07,1520.0395751950002
FRA,1984-08-08,1520.0395751950002
FRA,1984-08-09,1520.0395751950002
FRA,1984-08-10,1520.0395751950002
FRA,1984-08-11,1520.0395751950002
FRA,1984-08-12,1520.0395751950002
FRA,1984-08-13,1520.0395751950002
FRA,1984-08-14,1520.0395751950002
FRA,1984-08-15,1520.0395751950002
FRA,1984-08-16,1520.0395751950002
FRA,1984-08-17,1520.0395751950002
FRA,1984-08-18,1520.0395812989998
FRA,1984-08-19,1520.0395812989998
FRA,1984-08-20,1520.0395812989998
FRA,1984-08-21,1520.0395812989998
FRA,1984-08-22,1520.0395874025003
FRA,1984-08-23,1520.0395874025003
FRA,1984-08-24,1520.0395874025003
FRA,1984-08-25,1520.0395874029996
FRA,1984-08-26,1520.0395874029996
FRA,1984-08-27,1520.0395874029996
FRA,1984-08-28,1520.0395874029996
FRA,1984-08-29,1520.039569093
FRA,1984-08-30,1520.039569093
FRA,1984-08-31,1520.039569093
FRA,1984-09-01,1520.0395751949998
FRA,1984-09-02,1520.0395751949998
FRA,1984-09-03,1520.0395751949998
FRA,1984-09-04,1520.0395751949998
FRA,1984-09-05,1520.0395751949998
FRA,1984-09-06,1520.0395751949998
FRA,1984-09-07,1520.0395751949998
FRA,1984-09-08,1520.039562988
FRA,1984-09-09,1520.039562988
FRA,1984-09-10,1520.039562988
FRA,1984-09-11,1520.039562988
FRA,1984-09-12,1520.0395629885002
FRA,1984-09-13,1520.0395629885002
FRA,1984-09-14,1520.0395629885002
FRA,1984-09-15,1520.0395629885002
FRA,1984-09-16,1520.0395629885002
FRA,1984-09-17,1520.0395629885002
FRA,1984-09-18,1520.0395629885002
FRA,1984-09-19,1520.0395629885002
FRA,1984-09-20,1516.7266540525002
FRA,1984-09-21,1516.7266540525002
FRA,1984-09-22,1516.7266540535
FRA,1984-09-23,1516.7266540535
FRA,1984-09-24,1516.7266540535
FRA,1984-09-25,1516.7266540535
FRA,1984-09-26,1516.726641846
FRA,1984-09-27,1516.726641846
FRA,1984-09-28,1516.726641846
FRA,1984-09-29,1516.726647949
FRA,1984-09-30,1516.726647949
FRA,1984-10-01,1516.726647949
FRA,1984-10-02,1516.726647949
FRA,1984-10-03,1516.726647949
FRA,1984-10-04,1538.682745361
FRA,1984-10-05,1538.682745361
FRA,1984-10-06,1538.6827575685002
FRA,1984-10-07,1538.6827575685002
FRA,1984-10-08,1538.6827575685002
FRA,1984-10-09,1538.6827575685002
FRA,1984-10-10,1538.6827575685002
FRA,1984-10-11,1538.6827575685002
FRA,1984-10-12,1538.6827575685002
FRA,1984-10-13,1538.6827575685002
FRA,1984-10-14,1538.6827575685002
FRA,1984-10-15,1538.6827575685002
FRA,1984-10-16,1538.6827575685002
FRA,1984-10-17,1538.6827697749998
FRA,1984-10-18,1538.6827697749998
FRA,1984-10-19,1538.6827697749998
FRA,1984-10-20,1538.6827697760002
FRA,1984-10-21,1538.6827697760002
FRA,1984-10-22,1538.6827697760002
FRA,1984-10-23,1538.6827697760002
FRA,1984-10-24,1538.6827697760002
FRA,1984-10-25,1524.4004821775002
FRA,1984-10-26,1524.4004821775002
FRA,1984-10-27,1524.4004821780002
FRA,1984-10-28,1524.4004821780002
FRA,1984-10-29,1524.4004821780002
FRA,1984-10-30,1524.4004821780002
FRA,1984-10-31,1524.4004821780002
FRA,1984-11-01,1524.4004821780002
FRA,1984-11-02,1524.4004699704997
FRA,1984-11-03,1524.4004699704997
FRA,1984-11-04,1524.4004699704997
FRA,1984-11-05,1524.4004699704997
FRA,1984-11-06,1524.4004699704997
FRA,1984-11-07,1524.4004699704997
FRA,1984-11-08,1527.3813903809998
FRA,1984-11-09,1526.5601745595002
FRA,1984-11-10,1526.560144042
FRA,1984-11-11,1526.560144042
FRA,1984-11-12,1526.560144042
FRA,1984-11-13,1526.560144042
FRA,1984-11-14,1526.560168457
FRA,1984-11-15,1526.560168457
FRA,1984-11-16,1526.560168457
FRA,1984-11-17,1526.560168457
FRA,1984-11-18,1526.560168457
FRA,1984-11-19,1526.560168457
FRA,1984-11-20,1526.560168457
FRA,1984-11-21,1526.560168457
FRA,1984-11-22,1526.560168457
FRA,1984-11-23,1526.560168457
FRA,1984-11-24,1526.560168457
FRA,1984-11-25,1526.5601562489996
FRA,1984-11-26,1526.5601562489996
FRA,1984-11-27,1526.5601562489996
FRA,1984-11-28,1526.5601562489996
FRA,1984-11-29,1526.5601562489996
FRA,1984-11-30,1526.5601562489996
FRA,1984-12-01,1526.5601562489996
FRA,1984-12-02,1526.5601440424998
FRA,1984-12-03,1526.5601440424998
FRA,1984-12-04,1526.5601440424998
FRA,1984-12-05,1526.5601440424998
FRA,1984-12-06,1526.5601440424998
FRA,1984-12-07,1526.5601440424998
FRA,1984-12-08,1526.5601440424998
FRA,1984-12-09,1526.5601440424998
FRA,1984-12-10,1526.5601440424998
FRA,1984-12-11,1526.5601440424998
FRA,1984-12-12,1526.5601440424998
FRA,1984-12-13,1526.5601440424998
FRA,1984-12-14,1526.5601440424998
FRA,1984-12-15,1526.560162354
FRA,1984-12-16,1526.560162354
FRA,1984-12-17,1526.560162354
FRA,1984-12-18,1526.560162354
FRA,1984-12-19,1526.560162354
FRA,1984-12-20,1526.560162354
FRA,1984-12-21,1526.560162354
FRA,1984-12-22,1526.5601562495
FRA,1984-12-23,1526.5601562495
FRA,1984-12-24,1526.5601562495
FRA,1984-12-25,1526.5601562495
FRA,1984-12-26,1526.5601562495
FRA,1984-12-27,1526.5601562495
FRA,1984-12-28,1526.5601562495
FRA,1984-12-29,1526.5601562495
FRA,1984-12-30,1526.5601562495
FRA,1984-12-31,1526.5601562495
FRA,1985-01-01,1526.5601562495
FRA,1985-01-02,1526.5601562495
FRA,1985-01-03,1526.5601562495
FRA,1985-01-04,1526.5601562495
FRA,1985-01-05,1526.5601562495
FRA,1985-01-06,1526.5601562495
FRA,1985-01-07,1526.5601562495
FRA,1985-01-08,1526.5601562495
FRA,1985-01-09,1526.5601562495
FRA,1985-01-10,1526.5601562495
FRA,1985-01-11,1526.5601562495
FRA,1985-01-12,1526.5601562495
FRA,1985-01-13,1526.5601562495
FRA,1985-01-14,1526.5601562495
FRA,1985-01-15,1526.5601562495
FRA,1985-01-16,1526.5601562495
FRA,1985-01-17,1526.5601562495
FRA,1985-01-18,1526.5601562495
FRA,1985-01-19,1526.5601562495
FRA,1985-01-20,1526.5601562495
FRA,1985-01-21,1526.5601562495
FRA,1985-01-22,1526.5601562495
FRA,1985-01-23,1526.5601562495
FRA,1985-01-24,1526.5601562495
FRA,1985-01-25,1526.5601562495
FRA,1985-01-26,1526.5601562495
FRA,1985-01-27,1526.560162354
FRA,1985-01-28,1526.560162354
FRA,1985-01-29,1526.560162354
FRA,1985-01-30,1526.560162354
FRA,1985-01-31,1526.560162354
FRA,1985-02-01,1526.560162354
FRA,1985-02-02,1526.560162354
FRA,1985-02-03,1526.5601623539999
FRA,1985-02-04,1526.5601623539999
FRA,1985-02-05,1526.5601623539999
FRA,1985-02-06,1526.5601623539999
